id_menu,nama_menu,foto_menu,deskripsi_menu,harga_menu,id_kategori_menu,created_at,kategori,updated_at
b4fa5363-1cba-49f9-818f-fa9a1238f5a8,Butterscotch Coffe,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Drink/Bicopis%20Coffee/butterscoth%20coffee.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0RyaW5rL0JpY29waXMgQ29mZmVlL2J1dHRlcnNjb3RoIGNvZmZlZS5qcGVnIiwiaWF0IjoxNzQ3MTExOTY3LCJleHAiOjE3Nzg2NDc5Njd9.W3ybAOa-1CIvShCk4N8vKfBpI-7RHUmf2GrPkiuA2cM,"Bold coffee blended with buttery butterscotch flavor, creating a rich and comforting beverage.",22000.00,4,2025-02-27 15:32:20.737013+00,Drink,
c1bf62bd-bcfc-4284-8c85-405577c7082f,Nasi Bebek Bumbu Hitam,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Food/nasibumbubebekhitam.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0Zvb2QvbmFzaWJ1bWJ1YmViZWtoaXRhbS5qcGVnIiwiaWF0IjoxNzQ3MTEyODY5LCJleHAiOjE3Nzg2NDg4Njl9.VYWjTUH_dDvUZwjubctl_ciJ3TPtUnRYhcfVoi9fLzU,"Rice served with slow-cooked duck in rich black spice paste, known for its bold, slightly smoky flavor, complemented by sambal and fresh herbs.",35000.00,5,2025-05-13 13:07:53.335983+00,,
c60af3ba-6e5e-4b6a-982c-4e39b5720ccc,Lychee Tea,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Drink/Varian%20Tea/lycheetea.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0RyaW5rL1ZhcmlhbiBUZWEvbHljaGVldGVhLmpwZWciLCJpYXQiOjE3NDcxMTI2MzEsImV4cCI6MTc3ODY0ODYzMX0.p0Q7XzRmSOwj5CVYZfA5NGMo7IsTX0YFrzO2DEt_hG0,"A fragrant tea blend with sweet lychee flavor, perfect for a cooling and exotic refreshment.",15000.00,5,2025-05-13 13:11:41.742013+00,,
cc2b44dc-0e41-472a-b738-aeb1bc0a9b2a,Honey Tea,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Drink/Varian%20Tea/honeytea.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0RyaW5rL1ZhcmlhbiBUZWEvaG9uZXl0ZWEuanBlZyIsImlhdCI6MTc0NzExMjU2MCwiZXhwIjoxNzc4NjQ4NTYwfQ.wIx8BFR0nGxiw3Lw7dgpvupPwsrro-cyIBHapTPgKFA,"Warm or iced tea lightly sweetened with natural honey, perfect for calming moments.",15000.00,1,2025-05-13 05:02:46+00,Drink,2025-05-13 12:02:51
cc703fe3-4e9d-4e9a-b993-27415043febd,Coffee Wingko,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Drink/Bicopis%20Coffee/coffewingko.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0RyaW5rL0JpY29waXMgQ29mZmVlL2NvZmZld2luZ2tvLmpwZWciLCJpYXQiOjE3NDcxMTE5ODcsImV4cCI6MTc3ODY0Nzk4N30.1kIxnWW84PCjT_BqKMo0fSG5dBS-dT21nf4amm_sc5s,"Unique coffee creation inspired by the traditional Wingko snack, delivering a hint of coconut and roasted sweetness.",22000.00,2,2025-04-22 02:31:39.076079+00,Drink,
d5f9ac6d-b99f-409b-89bd-8e3e640813db,Strawberry Tea,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Drink/Varian%20Tea/strawberrytea.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0RyaW5rL1ZhcmlhbiBUZWEvc3RyYXdiZXJyeXRlYS5qcGVnIiwiaWF0IjoxNzQ3MTEyNzE0LCJleHAiOjE3Nzg2NDg3MTR9.ebzdLvrPf_O7mkLXyy3Of1iVGRUN9fjjzTehpyna3Q8,"Iced tea with a burst of sweet strawberry flavor, offering a delicious balance of fruity and floral notes.

",15000.00,1,2025-05-13 05:05:29+00,Drink,2025-05-13 12:05:34
d75f70a8-5a2b-4ab2-aa23-e32419302ea5,Mie Goreng,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Food/miegoreng.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0Zvb2QvbWllZ29yZW5nLmpwZWciLCJpYXQiOjE3NDcxMTI4MzcsImV4cCI6MTc3ODY0ODgzN30.8nLDiEiXNyn55S9XivWqxrodhIoRlDoxixxLSaUIw50,"Indonesian-style fried noodles stir-fried with vegetables, egg, and a savory-sweet soy sauce, often garnished with fried shallots and crackers.",28000.00,2,2025-05-13 05:07:32+00,Food,2025-05-13 12:07:34
d9edf656-953f-4879-b367-0dd57c278751,Mango Tea,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Drink/Varian%20Tea/mangotea.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0RyaW5rL1ZhcmlhbiBUZWEvbWFuZ290ZWEuanBlZyIsImlhdCI6MTc0NzExMjY2NywiZXhwIjoxNzc4NjQ4NjY3fQ.bPP-n-rdHdg-rHAaPmwXTVK4ho_83azttXXIYRoRoak,A vibrant fusion of mango and black tea served cold—refreshing and tropical.,15000.00,1,2025-05-13 05:04:39+00,Drink,2025-05-13 12:04:44
f357d51d-a5f1-4580-9c76-9a6c811efa32,Flavor Latte Caramel,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Drink/Bicopis%20Coffee/flavorlattecaramel.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0RyaW5rL0JpY29waXMgQ29mZmVlL2ZsYXZvcmxhdHRlY2FyYW1lbC5qcGVnIiwiaWF0IjoxNzQ3MTEyMDI4LCJleHAiOjE3Nzg2NDgwMjh9.0pnMEOY3BuvSmumxmm0GyJkGXWQnyhIad0xUzDV2hro,Creamy latte infused with rich caramel flavor perfectly balanced and indulgently sweet.,18000.00,3,2025-02-27 15:31:21.026082+00,Drink,
f76b6249-75be-4b81-be26-b2eea3f3dc6a,Ice Tea,https://nfafmiaxogrxxwjuyqfs.supabase.co/storage/v1/object/sign/menu/Drink/Varian%20Tea/icetea.jpeg?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InN0b3JhZ2UtdXJsLXNpZ25pbmcta2V5X2ExYzUxODAwLTdiOWItNDRkMi1iMDc5LTkzNjE5NTA4NzY1NyJ9.eyJ1cmwiOiJtZW51L0RyaW5rL1ZhcmlhbiBUZWEvaWNldGVhLmpwZWciLCJpYXQiOjE3NDcxMTI2MDQsImV4cCI6MTc3ODY0ODYwNH0.0Up4UzAjewi_mthV2Vk63-gOgyNFZmbi7Lr6XuY5m3c,"Classic iced tea served chilled, simple and thirst-quenching.",10000.00,1,2025-05-13 05:03:36+00,Drink,2025-05-13 12:03:40
